2011-01-03,1257.62,1276.17,1257.62,1271.87,4286670000,1271.87
2011-01-04,1272.95,1274.12,1262.66,1270.20,4796420000,1270.20
2011-01-05,1268.78,1277.63,1265.36,1276.56,4764920000,1276.56
2011-01-06,1276.29,1278.17,1270.43,1273.85,4844100000,1273.85
2011-01-07,1274.41,1276.83,1261.70,1271.50,4963110000,1271.50
2011-01-10,1270.84,1271.52,1262.18,1269.75,4036450000,1269.75
2011-01-11,1272.58,1277.25,1269.62,1274.48,4050750000,1274.48
2011-01-12,1275.65,1286.87,1275.65,1285.96,4226940000,1285.96
2011-01-13,1285.78,1286.70,1280.47,1283.76,4310840000,1283.76
2011-01-14,1282.90,1293.24,1281.24,1293.24,4661590000,1293.24
2011-01-18,1293.22,1296.06,1290.16,1295.02,5284990000,1295.02
2011-01-19,1294.52,1294.60,1278.92,1281.92,4743710000,1281.92
2011-01-20,1280.85,1283.35,1271.26,1280.26,4935320000,1280.26
2011-01-21,1283.63,1291.21,1282.07,1283.35,4935320000,1283.35
2011-01-24,1283.29,1291.93,1282.47,1290.84,3902470000,1290.84
2011-01-25,1288.17,1291.26,1281.07,1291.18,4595380000,1291.18
2011-01-26,1291.97,1299.74,1291.97,1296.63,4730980000,1296.63
2011-01-27,1297.51,1301.29,1294.41,1299.54,4309190000,1299.54
2011-01-28,1299.63,1302.67,1275.10,1276.34,5618630000,1276.34
2011-01-31,1276.50,1287.17,1276.50,1286.12,4167160000,1286.12
2011-02-01,1289.14,1308.86,1289.14,1307.59,5164500000,1307.59
2011-02-02,1305.91,1307.61,1302.62,1304.03,4098260000,1304.03
2011-02-03,1302.77,1308.60,1294.83,1307.10,4370990000,1307.10
2011-02-04,1307.01,1311.00,1301.67,1310.87,3925950000,1310.87
2011-02-07,1311.85,1322.85,1311.85,1319.05,3902270000,1319.05
2011-02-08,1318.76,1324.87,1316.03,1324.57,3881530000,1324.57
2011-02-09,1322.48,1324.54,1314.89,1320.88,3922240000,1320.88
2011-02-10,1318.13,1322.78,1311.74,1321.87,4184610000,1321.87
2011-02-11,1318.66,1330.79,1316.08,1329.15,4219300000,1329.15
2011-02-14,1328.73,1332.96,1326.90,1332.32,3567040000,1332.32
2011-02-15,1330.43,1330.43,1324.61,1328.01,3926860000,1328.01
2011-02-16,1329.51,1337.61,1329.51,1336.32,1966450000,1336.32
2011-02-17,1334.37,1341.50,1331.00,1340.43,1966450000,1340.43
2011-02-18,1340.38,1344.07,1338.12,1343.01,1162310000,1343.01
2011-02-22,1338.91,1338.91,1312.33,1315.44,1322780000,1315.44
2011-02-23,1315.44,1317.91,1299.55,1307.40,1330340000,1307.40
2011-02-24,1307.09,1310.91,1294.26,1306.10,1222900000,1306.10
2011-02-25,1307.34,1320.61,1307.34,1319.88,3836030000,1319.88
2011-02-28,1321.61,1329.38,1320.55,1327.22,1252850000,1327.22
2011-03-01,1328.64,1332.09,1306.14,1306.33,1180420000,1306.33
2011-03-02,1305.47,1314.19,1302.58,1308.44,1025000000,1308.44
2011-03-03,1312.37,1332.28,1312.37,1330.97,4340470000,1330.97
2011-03-04,1330.73,1331.08,1312.59,1321.15,4223740000,1321.15
2011-03-07,1322.72,1327.68,1303.99,1310.13,3964730000,1310.13
2011-03-08,1311.05,1325.74,1306.86,1321.82,4531420000,1321.82
2011-03-09,1319.92,1323.21,1312.27,1320.02,3709520000,1320.02
2011-03-10,1315.72,1315.72,1294.21,1295.11,4723020000,1295.11
2011-03-11,1293.43,1308.35,1291.99,1304.28,3740400000,1304.28
2011-03-14,1301.19,1301.19,1286.37,1296.39,4050370000,1296.39
2011-03-15,1288.46,1288.46,1261.12,1281.87,5201400000,1281.87
2011-03-16,1279.46,1280.91,1249.05,1256.88,5833000000,1256.88
2011-03-17,1261.61,1278.88,1261.61,1273.72,4134950000,1273.72
2011-03-18,1276.71,1288.88,1276.18,1279.21,4685500000,1279.21
2011-03-21,1281.65,1300.58,1281.65,1298.38,4223730000,1298.38
2011-03-22,1298.29,1299.35,1292.70,1293.77,3576550000,1293.77
2011-03-23,1292.19,1300.51,1284.05,1297.54,3842350000,1297.54
2011-03-24,1300.61,1311.34,1297.74,1309.66,4223740000,1309.66
2011-03-25,1311.80,1319.18,1310.15,1313.80,4223740000,1313.80
2011-03-28,1315.45,1319.74,1310.19,1310.19,3215170000,1310.19
2011-03-29,1309.37,1319.45,1305.26,1319.44,3482580000,1319.44
2011-03-30,1321.89,1331.74,1321.89,1328.26,3809570000,1328.26
2011-03-31,1327.44,1329.77,1325.03,1325.83,3566270000,1325.83
2011-04-01,1329.48,1337.85,1328.89,1332.41,4223740000,1332.41
2011-04-04,1333.56,1336.74,1329.10,1332.87,4223740000,1332.87
2011-04-05,1332.03,1338.21,1330.03,1332.63,3852280000,1332.63
2011-04-06,1335.94,1339.38,1331.09,1335.54,4223740000,1335.54
2011-04-07,1334.82,1338.80,1326.56,1333.51,4005600000,1333.51
2011-04-08,1336.16,1339.46,1322.94,1328.17,3582810000,1328.17
2011-04-11,1329.01,1333.77,1321.06,1324.46,3478970000,1324.46
2011-04-12,1321.96,1321.96,1309.51,1314.16,4275490000,1314.16
2011-04-13,1314.03,1321.35,1309.19,1314.41,3850860000,1314.41
2011-04-14,1311.13,1316.79,1302.42,1314.52,3872630000,1314.52
2011-04-15,1314.54,1322.88,1313.68,1319.68,4223740000,1319.68
2011-04-18,1313.35,1313.35,1294.70,1305.14,4223740000,1305.14
2011-04-19,1305.99,1312.70,1303.97,1312.62,3886300000,1312.62
2011-04-20,1319.12,1332.66,1319.12,1330.36,4236280000,1330.36
2011-04-21,1333.23,1337.49,1332.83,1337.38,3587240000,1337.38
2011-04-25,1337.14,1337.55,1331.47,1335.25,2142130000,1335.25
2011-04-26,1336.75,1349.55,1336.75,1347.24,3908060000,1347.24
2011-04-27,1348.43,1357.49,1344.25,1355.66,4051570000,1355.66
2011-04-28,1353.86,1361.71,1353.60,1360.48,4036820000,1360.48
2011-04-29,1360.14,1364.56,1358.69,1363.61,3479070000,1363.61
2011-05-02,1365.21,1370.58,1358.59,1361.22,3846250000,1361.22
2011-05-03,1359.76,1360.84,1349.52,1356.62,4223740000,1356.62
2011-05-04,1355.90,1355.90,1341.50,1347.32,4223740000,1347.32
